"","Adlercreutzia","Agathobaculum","Akkermansia","Alistipes","Anaeromassilibacillus","Anaerostipes","Anaerotruncus","Asaccharobacter","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Butyricimonas","Butyrivibrio","Clostridium","Collinsella","Coprobacter","Coprococcus","Desulfovibrio","Dialister","Dielma","Dorea","Eggerthella","Eisenbergiella","Erysipelatoclostridium","Escherichia","Eubacterium","Faecalibacterium","Firmicutes unclassified","Flavonifractor","Fusicatenibacter","Gemmiger","Gordonibacter","Haemophilus","Harryflintia","Hungatella","Intestinimonas","Lachnoclostridium","Lachnospira","Lachnospiraceae unclassified","Lactobacillus","Lawsonibacter","Methanobrevibacter","Odoribacter","Oscillibacter","Parabacteroides","Paraprevotella","Parasutterella","Phascolarctobacterium","Prevotella","Proteobacteria unclassified","Roseburia","Ruminococcaceae unclassified","Ruminococcus","Ruthenibacterium","Slackia","Streptococcus","Turicimonas","Veillonella"
"1-Methylpseudouridine",-0.127460269524032,-0.0758365818822266,-0.183764455786475,-0.0813888757674612,-0.321816056619798,-0.171454691962666,-0.217401139644223,-0.162072716094176,0.0729867903337556,-0.0932516580955016,-0.167216823069807,-0.0997619954309106,-0.299336947318884,-0.0788795301454129,0.311863437436326,-0.100744190884934,0.103797962106812,-0.223198704630636,0.151415414384986,0.235035617431082,0.0130901541922493,0.0286193762514163,-0.241939568512727,-0.276114239265529,0.0616837666444859,0.121231337924615,-0.0489952373697631,-0.137166575453868,-0.184947109486507,0.100015185644592,-0.0587252569982529,-0.177962243282583,-0.1571850765978,-0.179005483362944,-0.0272342334416731,0.0992683986687846,0.0678734333305496,-0.0899894758446569,-0.0392933498979238,-0.229225906130403,-0.302883022621991,-0.0641271848170326,0.0132745653942726,-0.33870452612964,-0.0158931013625515,0.305067585061614,0.114491067777361,0.0538653659484831,-0.15222566409407,0.116109409300485,0.160792066516402,-0.353914445606295,-0.0388722988740113,-0.114116760494512,-0.0116473395680759,-0.0115407977914726,0.185575260227572,0.00430125202794121,-0.180171963075468,-0.281190573584799
"1-Methylxanthine",-0.10863122924521,0.0178173723028433,0.0781200082559559,-0.202834008097166,-0.0585405163707866,0.00770010526926398,-0.222968768197854,-0.0518970789749979,0.159311740890688,-0.0890868615142163,-0.354694891975381,-0.354835488522418,0.0198380566801619,-0.100690621840712,-0.247272738053811,-0.166632925059546,0.0403540981761496,-0.423427646437155,-0.0371645617259496,-0.150600404828193,-0.0995172312548675,0.321728693140605,0.0817813765182186,0.194612412826178,0.176212574254708,-0.08890520422532,0.0569289781847753,-0.397773279352227,-0.160526315789474,-0.47834008097166,0.223729504484566,-0.263765182186235,-0.174499640991682,0.184899559117012,-0.196419065778618,-0.0527821157794677,-0.220178148223614,0.153041050835579,0.123768098158975,-0.359160201667901,-0.101722443293961,-0.287955500997098,0.137183454402414,-0.142424200713178,-0.0746963562753036,-0.187284879319659,0.0690283400809717,0.17266940683603,-0.142987360100929,-0.223833098661217,-0.0145238324381943,0.0863923745683081,0.117813765182186,-0.0331371184015737,-0.123139256290885,0.123892909718867,0.0648821358804476,0.00528507341367962,-0.0344362450572434,-0.0718371096750688
"1-Palmitoyl-2-hydroxy-sn-glycero-3-phospho-(1-rac-glycerol)",-0.144989873259469,-0.00415084793447347,-0.0248866918505965,-0.184422288813543,-0.191397416685532,-0.0671766864727783,-0.206917034870292,-0.152572628348505,0.180474720611716,-0.179903823891692,-0.135505409992986,0.203655902458082,-0.141707576475829,-0.111354034822344,0.358592303953536,-0.0138699065127528,-0.0452354723966563,0.100784196520407,-0.202390015446284,0.0693693714022684,-0.0431577607392983,-0.150862160802089,0.0026317121345511,0.00668549756267829,-0.26915735115478,-0.362006353742201,-0.10953194693657,0.200516220713298,0.0855306443729109,-0.119034364239696,-0.174740574021981,0.169947872073512,0.0159197153984012,-0.251554336455485,0.333705491152966,0.159501856798533,-0.221011916688451,-0.244723998296068,-0.18704822702923,-0.0939512585280549,0.160697171562332,-0.232294251751806,0.134657339852673,0.0213647113444249,-0.169644212981064,-0.259478616001354,-0.230882129958118,0.117077306183229,-0.229176184615932,0.178423765373845,-0.149156135539895,-0.172076933270182,0.216205273823122,0.0112834549124244,-0.150488647962561,-0.305698957384351,0.0957455582472374,-0.280744872363787,-0.294982890230128,0.238426361979127
"2,3-Dihydroxybenzoic acid A",-0.0393101335400956,0.178781133447848,0.0512629249264867,-0.110931174089069,-0.0119274588390127,0.131509692625061,0.114337538952644,0.0120884762271079,0.040080971659919,-0.0996153087840783,0.0811460256461663,-0.0798987444190033,0.0487854251012146,-0.302071865522135,-0.222602836113407,-0.0159951410445979,0.103883849712909,-0.159277604643639,-0.147139259367315,-0.0461559909718631,0.186064207251399,0.158416292598147,-0.118421052631579,0.0564524556289676,-0.167297057104916,-0.0351376006089461,0.213896197020333,-0.0384615384615385,0.120647773279352,-0.354251012145749,-0.0915165031918768,0.116396761133603,-0.0940939377340388,0.182776845145276,0.190131097856242,-0.296899401259506,-0.12023426898637,-0.00975765089220133,0.180670609677707,0.04401577545663,0.0267477340932328,-0.0921650619027161,0.102735615039917,0.106554402015044,-0.042914979757085,-0.0261186480348498,-0.21336032388664,0.0994453924688917,-0.0711898825431677,0.0490844192696571,-0.0399964000990274,0.168485602534876,0.239271255060729,-0.0865021096924516,0.0630886156819253,0.0333012804718198,-0.112356869451507,0.00984474459410909,0.0585416165973138,0.0945166326362492
"2,6-Diaminopimelic acid",0.0134224330261625,0.0919354023351959,0.124552648832074,0.0358354005244792,0.0360620463958274,0.270760601019057,0.255448981293188,-0.00531556818058069,-0.0108316041133313,0.0584215056689516,-0.130874216834855,-0.40775816609629,-0.0393784485989333,-0.106593959655963,-0.382011193143025,-0.0794815978338423,-0.0626752631134668,-0.376437285915241,0.0980908554059258,-0.102218071553922,-0.0687527918385704,0.202892878405953,0.0771372180781162,0.0960828025426235,0.321426974487593,0.347655626655413,0.0986093619484074,-0.463329458193619,-0.0813888757674612,-0.189198767175852,0.35052903401371,-0.0591182878708922,-0.265997713494212,0.356055538536841,-0.599526207407789,-0.0417443699604282,0.175511100329502,0.272485256481681,0.396477605048463,-0.114213233396292,-0.324162860276932,-0.124996732776003,0.237422188692983,-0.0121342743005946,0.0286480744305865,-0.00516377259812224,0.0939413889455273,0.016322838166207,-0.0361067526610352,-0.0869802066163282,-0.02380035452953,0.00511880887483793,-0.202864809748747,-0.128756238010066,-0.106497196137668,0.17538975590988,-0.111978248708748,-0.0556053424816979,-0.0439128798893613,-0.300521377967938
"2,8-Quinolinediol",0.305393241749668,0.1889046404381,0.0193967824046166,0.0623481781376518,0.131887533369313,-0.119554266022783,0.174359463282682,0.279702329254808,-0.196761133603239,-0.212796116935094,0.0772673476907521,0.203746861560247,0.0625506072874494,-0.10617176456188,0.26362371957245,0.16116623128481,0.06261492311463,-0.0936805169797328,0.0297721557150659,0.194646407641343,0.0278270930997023,-0.217060785531115,0.110121457489879,0.0970586079234882,-0.148941580620051,-0.0238181051107621,0.10333847127019,0.102631578947368,0.0663967611336032,-0.218825910931174,-0.0568941092852154,-0.0101214574898785,0.0463372085608359,0.12982071763986,0.309495912653883,0.0906475466647381,-0.211403925629398,-0.141126445535628,-0.0977819331513228,0.0833422189033527,0.14711253751278,0.234152336587921,0.236879554204463,0.346301806548893,-0.29251012145749,0.0951609657083675,-0.148380566801619,0.122511501006534,-0.0122531661276292,0.137680777702441,-0.0416722269188191,-0.0734949347630868,0.293724696356275,0.387785603380379,0.109468368462538,-0.0632623109267093,0.107081899054722,0.119276852924416,-0.010330873517173,0.492022754290829
"2-[4-(Acetylamino)phenyl-4-quinolinecarboxylic acid",-0.11306947012877,0.176958902189602,0.101353516850497,0.047165991902834,-0.0937745039756863,-0.109017279864843,0.102924919537777,-0.200293545762944,0.162348178137652,-0.19092934183615,0.30590520611517,-0.113316470221628,-0.154251012145749,-0.242185306161228,-0.211989041092536,-0.379226571854835,-0.0708483789137941,0.116997017334202,-0.203746861560247,-0.202031366196841,0.141022048081542,-0.214340725562053,-0.206477732793522,0.191641230950969,-0.244809612089576,-0.243604976033834,-0.040221560674026,-0.100607287449393,0.396761133603239,0.0289473684210526,-0.076533712846304,0.315991902834008,-0.0576933734597716,0.401974993174024,0.0332516269793428,-0.00602404582265664,-0.235944329447597,-0.102609402540096,-0.0500207998368637,0.0474261987365626,0.259777235663064,-0.169733301174243,0.34670737146607,-0.164051579339994,-0.0829959514170041,0.0919214434714869,0.125708502024291,-0.0175171862007566,0.219341800268138,0.0867633303272778,-0.464092307294302,0.0450386786849,0.0890688259109312,-0.25645690100359,0.0459746894375507,-0.248696796715079,-0.126863038042664,-0.345705978588926,-0.0492868757381796,-0.05887738226868
"2-{[2-Hydroxy-1,1-bis(hydroxymethyl)ethylammonio}ethanesulfonate",0.073679769944577,0.0501291210401744,0.209282304683091,-0.212220941792206,0.108688062895988,0.26777485160172,0.280448249157766,0.0457648449747585,-0.0539664894920066,0.088004456937195,-0.157295294793718,-0.209998482898482,-0.0138713115579829,-0.0216277259570815,-0.216942515338568,-0.141171706525259,-0.03035256366556,-0.0922105695435688,0.0996302498459511,-0.112924377154253,-0.00884649029138238,0.145411526054288,-0.199463385176835,0.131149868449393,0.302920246599748,0.437370480005945,0.26710392215207,-0.195717118551686,-0.245329838722574,-0.225991002900861,0.280216723066995,0.0502202228668579,-0.184298796222715,0.0953324627575097,-0.511904730481844,-0.155963303024486,0.0942877517236485,0.113434365937967,0.315643453044777,-0.0629019662572713,-0.25571383444025,-0.060761199561808,-0.124867001201105,-0.0130601791334942,0.0449551995017841,0.0966124878228815,0.208778426515042,-0.0632910197609047,0.060375830104918,-0.127338736307071,-0.128022668333795,0.078538433047639,-0.326330198185248,0.0075754304625937,-0.131135087367141,0.213750516139676,-0.145508864487314,-0.183747312553092,0.184514513622882,-0.33059018152018
"2-Amino-3-methoxybenzoic acid",-0.292410334773288,0.27749937044858,-0.0254728880183836,-0.418037350603695,-0.0691005000068109,0.31612558340131,0.0523104863436132,-0.240531165456523,-0.150513690156827,-0.0699569737249066,0.316128252164427,-0.106385144471514,-0.121666076374247,-0.0220271882921136,0.0590960116915427,-0.0987091886856497,0.159899770966158,-0.0872081248040335,0.166995814596408,-0.0480046600578435,0.271209971858978,-0.0381371708338493,-0.0458525229596789,-0.0846829691272583,-0.37992514648582,0.0676845755856754,-0.0409455583180964,0.0874538186250829,0.343438433558919,-0.0848221064905318,-0.153783853962566,-0.00941343186589434,0.231697768696477,0.126810647069498,0.196055972844421,-0.285439473947015,-0.126410041679126,-0.10169013990057,-0.116481432977016,-0.0020783318676087,0.163635518331127,0.115091517097493,0.0740666030340889,0.0931079395627405,-0.114074599063042,-0.0908124535907977,-0.44931423712586,0.160546064380441,-0.206795302247342,-0.221807626132554,0.0985436041544472,0.104617861869201,0.318032289490753,-0.346635867129434,0.0911438648494649,-0.265411478894625,0.0828212266932026,0.227321475647828,-0.157769032133297,0.367974331386249
"2-Aminonicotinic acid",-0.204793115055659,0.0876695705355811,0.0764147966159896,-0.163765182186235,0.097201934676552,0.0792300305337425,-0.0365626510883685,-0.255525376800592,-0.00445344129554656,-0.169872447296426,-0.260790057265352,0.122936724619354,0.0497975708502024,-0.159968165343711,0.10470365358427,0.288924889501788,-0.0771505302662406,-0.0493273518610098,-0.0107341785911462,0.190690179843755,0.153992303339878,0.0956373085122055,0.069838056680162,0.278300702311226,-0.248375818949493,-0.219786870923072,-0.123758648227772,0.128137651821862,-0.201619433198381,-0.304251012145749,-0.303300269427946,0.238461538461538,-0.330241331034229,-0.0248022369329165,0.251198989712535,-0.064830207424781,-0.159169881748204,-0.123151825471046,-0.0793964646281224,0.00138548445747261,0.0620061108524942,0.103625377191666,-0.0176291883796307,0.070157106277232,-0.06417004048583,0.145373560380017,-0.287651821862348,0.162333178953596,-0.222987370355697,0.00794312179052543,-0.193613858579929,0.0165824226067132,0.165384615384615,0.0360848988728793,-0.468151958744046,-0.263576092245041,-0.00395622779758827,-0.00932660014178756,-0.0200160674395227,0.176743868594026
"2-Aminophenol",0.0608673035459545,0.191941692535175,-0.0647980423187192,0.0949392712550607,-0.109814879655738,-0.0972644876117555,-0.204793115055659,0.00937899017620443,0.227125506072874,-0.265640823424209,0.061854706341606,-0.080607605269362,-0.151619433198381,-0.175802577649307,-0.35943473408518,-0.344199237668563,-0.136106139692353,0.205288832009791,-0.261772185453896,-0.000791245559517654,-0.0129702552583358,-0.0323143124324517,-0.303238866396761,0.162672207667683,-0.0761490053029272,-0.319068279355061,-0.166661646280067,-0.145546558704453,0.0888663967611336,0.0455465587044534,-0.0903016823530466,0.0621457489878543,-0.0378200848866341,0.170710892042776,0.00575508928488625,0.0579455836274592,-0.279129956278505,0.0654276170350763,-0.194844881500062,0.000106575727497893,0.205673864429025,-0.145123782027444,0.0932118006279324,-0.281683419188285,-0.0309716599190283,0.340757245291878,0.14251012145749,0.0299206596596775,0.358379792774211,0.259882651402832,-0.0940697454843047,0.167666717467878,0.0437246963562753,-0.105713506557168,0.0395949417843223,-0.0561769321029178,-0.145852931471087,-0.38529221474629,0.232444654136393,-0.255284285548262
"2-Deoxycytidine",-0.0784089222762122,0.134035232550935,-0.0082063310173378,-0.0325910931174089,-0.307234888025604,-0.245592831219683,-0.177318290538388,0.0237601084463846,0.274493927125506,-0.302692859008531,-0.137182715054651,-0.00141772170071742,-0.242914979757085,-0.373326720897316,-0.0421683207585965,0.065397855157027,0.0583457238113598,-0.360006765473,-0.252253196891936,0.0348148046187768,0.0363167147233403,-0.180285574749402,-0.042914979757085,-0.0557096601601654,-0.0645063887896698,-0.228983961015347,-0.25906810362347,-0.324898785425101,-0.097165991902834,-0.238866396761134,0.131605590873274,-0.23663967611336,-0.240101772148927,-0.135518528827152,0.211233091900825,-0.0200801527421888,-0.0394840016739732,0.0551564055696012,-0.177178397779445,0.124587025445037,-0.0358662798068349,-0.0711745896892702,0.14002033529109,-0.161414094141601,-0.337246963562753,-0.221502332946711,-0.166396761133603,0.36655528143074,-0.0166075970655469,0.190838592762111,-0.0558608939930551,0.107273943776762,0.280769230769231,-0.0184998636475043,0.00445569677368333,-0.0757123337170856,-0.163524082300315,-0.210677534313935,-0.0307773940199113,-0.0246905151449303
"2-Deoxyribose",-0.181967876225926,0.156306947929489,0.133645962282358,-0.273279352226721,-0.0701937807537301,0.348733714957982,0.0458618224634449,-0.226971562264147,0.241093117408907,-0.118040091506337,-0.221288784403633,-0.180759516841471,-0.0109311740890688,-0.131547425308027,-0.291162214761738,-0.181413245265313,-0.448875812458127,-0.070053129953871,-0.0932658347400533,-0.0511672128488083,0.0841887477677434,0.312480489245795,-0.092914979757085,0.198326390170189,-0.00367109529697308,0.113902423450476,-0.0398090318466001,-0.211943319838057,-0.274898785425101,-0.442307692307692,0.103462241440374,0.0317813765182186,-0.513156701370658,0.206685307774304,-0.152509866049486,-0.248420175353364,-0.0692341001574877,0.204191683933645,0.268284043478209,-0.0547799239339172,-0.158865329765867,-0.123409500427328,0.132320230021826,-0.181458981649382,0.0253036437246964,-0.182223125824533,-0.0882591093117409,0.152540963064974,0.0173164579159057,-0.148067936966974,-0.144567993654027,0.0217004542754518,0.00728744939271255,-0.175647057048832,-0.0932658347400533,-0.161546637182445,-0.349730537306803,-0.183215878340893,0.11299392909408,0.0338517017597914
