"","Acidaminococcaceae","Akkermansiaceae","Bacteroidaceae","Barnesiellaceae","Bifidobacteriaceae","Clostridiaceae","Clostridiales unclassified","Coriobacteriaceae","Desulfovibrionaceae","Eggerthellaceae","Enterobacteriaceae","Erysipelotrichaceae","Eubacteriaceae","Firmicutes unclassified","Lachnospiraceae","Lactobacillaceae","Methanobacteriaceae","Odoribacteraceae","Oscillospiraceae","Pasteurellaceae","Porphyromonadaceae","Prevotellaceae","Proteobacteria unclassified","Rikenellaceae","Ruminococcaceae","Streptococcaceae","Sutterellaceae","Synergistaceae","Tannerellaceae","Veillonellaceae"
"2,6-Diaminopimelic acid",-0.0370561774612468,0.124552648832074,-0.0108316041133313,-0.0218656681166314,-0.130874216834855,-0.0858603757491698,0.260618640540522,-0.0592795477530495,-0.322028752409425,0.0385375017882858,0.103464133199786,0.143140460109436,-0.463329458193619,-0.189198767175852,-0.411803416196557,-0.124996732776003,-0.0121342743005946,-0.00283443845956332,-0.00516377259812224,-0.599526207407789,-0.377994552734462,-0.0484794980290288,0.00511880887483793,0.0358354005244792,0.0664068439097693,-0.0556053424816979,-0.049916468448515,-0.0316890564398973,0.0939413889455273,-0.280619176486394
"2,8-Quinolinediol",0.23328124764298,0.0193967824046166,-0.196761133603239,-0.20668016194332,0.0772673476907521,0.132617941572299,0.158129179187734,0.0206687036174981,0.259628524043215,0.327797510373021,0.0631816224842477,0.115307002430492,0.102631578947368,-0.218825910931174,0.162145748987854,0.234152336587921,0.346301806548893,-0.373886639676113,0.0951609657083675,0.309495912653883,0.158346347338403,0.0604354732178955,-0.0734949347630868,0.0623481781376518,0.205263157894737,0.119276852924416,-0.011135857689277,0.195205549573718,-0.148380566801619,0.268514398864316
"2-[4-(Acetylamino)phenyl-4-quinolinecarboxylic acid",0.0279530906761741,0.101353516850497,0.162348178137652,-0.0746963562753036,0.30590520611517,-0.358979557874331,-0.0477829529939888,-0.0409321385366138,-0.229363834495877,0.108658241776414,0.0199037421396257,-0.134186494025626,-0.100607287449393,0.0289473684210526,-0.0329959514170041,-0.169733301174243,-0.164051579339994,-0.110323886639676,0.0919214434714869,0.0332516269793428,-0.142855943794429,-0.256799195072628,0.0450386786849,0.047165991902834,0.184008097165992,-0.345705978588926,0.184450297362389,-0.160652509773275,0.125708502024291,0.0851694108897754
"2-{[2-Hydroxy-1,1-bis(hydroxymethyl)ethylammonio}ethanesulfonate",-0.0743815756159368,0.209282304683091,-0.0539664894920066,0.0635852821781991,-0.157295294793718,-0.146842879814652,-0.00901311469207175,-0.0699336289194499,-0.193904423689,-0.0370257817170261,0.225553590522118,0.206529552097201,-0.195717118551686,-0.225991002900861,-0.236723550529665,-0.060761199561808,-0.0130601791334942,0.0465752066910376,0.0966124878228815,-0.511904730481844,-0.19341171341031,-0.177450268868891,0.078538433047639,-0.212220941792206,-0.0624715272355874,-0.183747312553092,0.0617752804737502,0.0320781166775294,0.208778426515042,-0.248149076275858
"2-Amino-3-methoxybenzoic acid",-0.212860852131682,-0.0254728880183836,-0.150513690156827,-0.0818867352635324,0.316128252164427,-0.0992153896532684,0.0142748672868478,0.197882456532935,-0.12040692377771,-0.036457545939786,-0.0268969307217715,0.0159367214832343,0.0874538186250829,-0.0848221064905318,0.205172326797503,0.115091517097493,0.0931079395627405,-0.093122121684116,-0.0908124535907977,0.196055972844421,-0.0203680428645608,0.182346970041296,0.104617861869201,-0.418037350603695,0.287666380245932,0.227321475647828,-0.227689195234899,0.151097507210487,-0.44931423712586,0.270573416720092
"2-Aminonicotinic acid",0.0360848988728793,0.0764147966159896,-0.00445344129554656,-0.0884615384615385,-0.260790057265352,0.294796523556134,0.0115407979688871,-0.164133822844837,0.210334531369123,-0.140151916699494,-0.118810030002689,0.0537964007818319,0.128137651821862,-0.304251012145749,0.12753036437247,0.103625377191666,0.070157106277232,-0.0724696356275304,0.145373560380017,0.251198989712535,0.100687623035832,0.00928189861708293,0.0165824226067132,-0.163765182186235,-0.218421052631579,-0.00932660014178756,-0.186474998760439,0.0294529601251004,-0.287651821862348,0.27218549416129
"2-Aminophenol",0.210207241884829,-0.0647980423187192,0.227125506072874,-0.207894736842105,0.061854706341606,-0.323749753548254,-0.175744081350772,-0.121985878213077,-0.147274659837379,-0.134379764060859,-0.0799211799760355,-0.0255786660321163,-0.145546558704453,0.0455465587044534,-0.179352226720648,-0.145123782027444,-0.281683419188285,-0.051417004048583,0.340757245291878,0.00575508928488625,-0.319274428600802,-0.0330023061940726,0.167666717467878,0.0949392712550607,-0.0582995951417004,-0.38529221474629,0.38428832534996,-0.217645900145223,0.14251012145749,-0.087581844942072
"2-Deoxycytidine",0.130312226352201,-0.0082063310173378,0.274493927125506,-0.440890688259109,-0.137182715054651,0.0540595273279449,0.0202470139805037,0.0385005263463199,0.0161951515972376,-0.316151939259985,-0.289676000985937,-0.142712716036331,-0.324898785425101,-0.238866396761134,-0.104858299595142,-0.0711745896892702,-0.161414094141601,-0.445546558704453,-0.221502332946711,0.211233091900825,-0.445492531551703,0.183987857031955,0.107273943776762,-0.0325910931174089,-0.0965587044534413,-0.210677534313935,-0.016197611184403,-0.315822433895558,-0.166396761133603,0.018250588047809
"2-Deoxyribose",-0.149625270819376,0.133645962282358,0.241093117408907,-0.0516194331983806,-0.221288784403633,-0.186879939040049,0.0625632731997565,-0.480243407583043,-0.186143023670749,-0.273012693223869,0.0291921551381177,0.277508225919865,-0.211943319838057,-0.442307692307692,-0.231578947368421,-0.123409500427328,-0.181458981649382,0.00647773279352227,-0.182223125824533,-0.152509866049486,-0.106137950208712,0.0383651809506094,0.0217004542754518,-0.273279352226721,-0.254655870445344,-0.183215878340893,0.0423162592192528,-0.0646435098849607,-0.0882591093117409,0.096287585217751
"2-Deoxyuridine",0.076947235061323,-0.054033893841432,0.313562753036437,-0.181174089068826,-0.135243376076944,0.0214618348193339,0.151042724294558,0.162715382400499,0.0682220761033633,-0.267443072256765,-0.191994558793005,-0.146975827041684,-0.205668016194332,-0.168421052631579,-0.0854251012145749,0.00217142816001164,-0.131874259919609,-0.224493927125506,-0.255719786573762,0.126611964267497,-0.358574156110515,0.111382783404995,0.117510007114239,0.0548582995951417,-0.0617408906882591,-0.216169865508543,-0.0977930775258329,-0.232053625228064,-0.0607287449392713,-0.0307323120575175
"2-Dodecoxyethyl hydrogen sulfate",0.0108762934630932,0.114036028422746,-0.117611336032389,-0.107692307692308,0.230270985984593,0.187284879319659,0.0153877306251828,0.0101317174595579,0.178956425149475,0.200810152323046,-0.208121693449727,-0.269185009195129,0.20668016194332,0.248785425101215,0.0783400809716599,0.142952353867433,0.175129017173241,-0.359311740890688,0.19173922239537,0.0208888425895871,0.185311123877914,-0.125821292364902,0.0229287818759491,0.226923076923077,0.265587044534413,0.0733692544487288,-0.1366673443684,0.319902497635831,-0.271862348178138,0.304071579026427
"2-Hydroxybenzaldehyde",-0.0992130810317676,0.159498648198791,0.184523508511026,-0.182903993351302,0.0397074233425773,-0.226575553106137,0.129992408484486,-0.106793706700314,-0.255288996862031,-0.177122910690794,-0.0311841075351089,-0.00690252905006325,-0.390606812585874,-0.104256288407217,-0.0747001367422583,-0.319819299607394,-0.213910875312698,0.0130573409752728,-0.293900281799427,0.224086807776784,-0.0648334885547993,0.114069993702304,-0.0441196658176375,-0.143731970425483,0.134318538559589,-0.115500243724415,-0.115616301004115,0.0160023098353722,-0.14433928861038,0.182462670434038
"2-Hydroxycinnamic acid",0.119334285286649,0.150165200044532,0.11336032388664,0.0325910931174089,-0.168212138697965,-0.398461235136313,0.111965987312186,-0.142654581830575,-0.329874994096233,-0.0289620290289416,0.0806356732836118,0.065367702082075,-0.364777327935223,-0.331174089068826,-0.309109311740891,-0.36516183557529,-0.235791176736261,0.108906882591093,-0.00101235069902519,-0.311307700021347,-0.230634897210283,0.130977902707726,0.0298893049454336,-0.215789473684211,0.146356275303644,-0.0820740812477305,0.0311804015299757,-0.142037218958277,0.152631578947368,-0.255508232669326
"2-Hydroxyisobutyric acid",0.0283596810860094,0.110625605142813,-0.0216599190283401,0.177327935222672,-0.220370150151035,-0.122089494302437,0.176149021630382,-0.153596836686897,-0.173996659972821,0.212556989271848,0.0601195083089207,-0.0353229197586368,-0.252834008097166,-0.24412955465587,-0.177935222672065,-0.269136456943664,0.132929253998966,0.231376518218623,0.0425187293590578,-0.285942676876848,-0.109006543457596,0.158204805317836,0.0456528424851486,0.0455465587044534,0.0991902834008097,-0.024352789259112,-0.178578663308043,0.133367083510195,0.116194331983806,-0.269353506360767
"2-Hydroxynicotinic acid",-0.0829444436063931,-0.150165200044532,0.139676113360324,0.0309716599190283,-0.24925609387162,-0.0143753799261576,-0.108321524795695,-0.221074074967553,0.111341667231008,-0.262177248796958,-0.143613154822838,0.173975530075585,0.0860323886639676,0.0151821862348178,0.0097165991902834,-0.0790158580448678,-0.218120025907033,0.182793522267206,0.010730917409667,-0.0031972718249368,0.238666958307159,0.126440085606041,-0.258767681171425,-0.184008097165992,-0.423076923076923,-0.0608301587025478,-0.0811905260618199,-0.108249191109135,0.0908906882591093,0.0908333864908196
"2-Hydroxypalmitic acid",-0.511821580937449,-0.0350118983851004,0.0203451591940297,-0.0541525381532631,-0.0578258491608485,-0.115515060810591,-0.0371551510232138,-0.138000975830956,-0.261767385362891,0.115600801917405,-0.108608479271214,0.123839491780547,-0.0609342578846064,-0.0578976669601243,-0.15284174319893,-0.0811913951851288,-0.123968078171354,-0.115592894525283,-0.304631742312943,-0.301038377439014,-0.224909093039658,-0.223292528359392,-0.0337807186074718,-0.105774583869458,-0.0945391974488743,-0.0961206604346299,-0.0655024052098619,-0.166844800156052,-0.0561769321029178,0.0654536972410689
"2-Hydroxyphenylacetic acid",-0.151564245715538,-0.11606684122184,-0.0233817501185117,-0.254668758866561,0.0669105809795873,0.0557833466315825,-0.18526955414845,0.0897715599017821,-0.229881566960219,-0.200111418825047,-0.0731882327419742,-0.166777282783146,0.152942962896412,-0.165595425081754,0.421984918805521,0.10411318580203,-0.00553899923744348,-0.119135583937179,-0.252088081874121,0.452276988728078,-0.122495131030528,0.354689609712679,0.118846710009924,-0.281491978699486,0.0919074853143232,-0.00906798683345565,-0.15388509415609,-0.179149365089227,-0.402145858098905,0.363719062793921
"2-Hydroxyquinoline",-0.0622083327047948,0.182670796931389,-0.0603238866396761,0.084412955465587,-0.0397054138067405,-0.0232840660775793,0.332051029280261,-0.0462006316155839,-0.287767599943415,0.206379773290151,0.0327646216759992,-0.0162404228775342,-0.248582995951417,-0.246963562753036,-0.114372469635628,-0.238012653316831,0.00158249111903531,0.176923076923077,-0.137679695067425,-0.20792924434839,-0.213423337716978,0.158823598558975,0.0348026153474227,-0.0184210526315789,0.261740890688259,0.0897426191420892,-0.27414456929602,0.166262597416151,-0.0787449392712551,-0.0827569768374788
"2-Ketogluconic acid",0.142814881454635,0.0717254646060823,0.146558704453441,0.159716599190283,-0.155759541051635,-0.156914358348904,0.319902820891959,0.0328267645689675,-0.224505289016706,0.0981265948567987,0.0755321496580668,0.239546237443629,-0.236842105263158,-0.386032388663968,-0.222672064777328,-0.242355509636854,0.0482659791305769,0.212550607287449,0.0554768183065802,-0.419162336249215,-0.351976391638081,0.053835011979081,0.163981734666386,-0.0232793522267206,0.185627530364372,-0.0511926718893673,-0.154484716671243,0.0921839401318079,-0.105668016194332,-0.368577967816097
"2-Methylglutaric acid",-0.0652577607785592,0.118192481795164,-0.202631578947368,0.0961538461538462,-0.197710505253615,0.0210568945397239,0.0293581702717304,-0.233029501569831,0.0837086898182217,0.0625822865030976,0.0709389783950762,0.0718638712330886,-0.0825910931174089,-0.0603238866396761,-0.323481781376518,0.134990450614057,0.0250561093847257,0.00222672064777328,0.212593646795289,-0.57220508093619,0.0803206109687553,-0.124171177055198,-0.132045217053457,0.106477732793522,-0.0884615384615385,-0.0875664124423388,0.116217860248091,0.125716963997182,0.240283400809717,-0.221629267500117
"2-Propanamidoacetic acid",-0.0227193889452869,0.147881305964465,-0.145351485585207,-0.0432208108251278,-0.0480776256924265,0.0700582139184303,0.119564668551541,-0.125538332639174,-0.51634780848264,0.08233329124735,0.180826993448267,0.282800675492297,-0.217824788982845,-0.230477251168187,-0.0120451440004454,-0.162925674884868,-0.20797623327258,0.0471683790269544,0.0169071123184651,-0.290060521933184,-0.339945504147952,-0.0179459122099465,0.19510924141164,-0.146262462862552,0.140796599198484,0.141616045804767,0.0202480387047486,0.00688545602478167,-0.0192317425217196,0.0992819301901791
"3-(1-Pyrazolyl)-alanine",0.121792319886347,0.013856948522182,0.352381438490712,-0.071569571103974,-0.198353044703684,-0.163924467379606,-0.0324001417921395,-0.0422556776290968,0.0292569347520666,-0.1728870316757,-0.0711539228813524,0.340491562558191,-0.121982083706207,-0.371007748367842,-0.209647216062702,-0.167044378888394,-0.128728823015003,-0.140405933693369,-0.20675340481109,-0.0902300532617465,-0.301678384971754,-0.136670925294602,-0.0499595746184182,-0.158424863900593,-0.390646357694817,0.0166349626622787,-0.0377664152764626,-0.389769018143042,-0.0253074862461011,-0.228481707060698
"3-(3-Hydroxyphenyl)propionic acid",-0.0716615597334646,-0.283278283689401,0.326113360323887,0.0388663967611336,-0.0128608795363735,-0.187487349459464,0.132010531152884,-0.240324338140713,0.139784402223657,-0.199291164786563,-0.00142898661515261,-0.0897283363983762,0.0836032388663968,-0.0319838056680162,0.0797570850202429,0.172507903823147,0.0126599289522825,0.153846153846154,0.0886819212346063,0.357881292937926,0.308660633579931,0.220290393845435,-0.17544612560436,0.0623481781376518,-0.205465587044534,-0.198345696348682,-0.0190321931416735,0.103786621393211,-0.100404858299595,0.204008010074647
"3-(Hydroxymethyl)phenol",0.188982021674025,-0.245095693893428,-0.0866484466429281,-0.16580625654336,0.0910560781484197,0.0394856739899635,-0.245216160009466,0.0772115023667527,-0.0712658805387235,0.0501316630157087,-0.103305774760315,0.138971184867211,0.141917198824048,-0.246583663577305,0.11387792345011,-0.0316698662811247,-0.122127926437342,-0.288794413869479,0.259896731108298,0.0957146915052395,-0.144878623639123,-0.0158839676262975,0.148540314232485,-0.0979856265775168,0.109019132049572,-0.00896480644015951,0.321352639087549,-0.100736770133417,-0.106893410811837,0.0508760416298907
"3,4-Dihydroxybenzoic acid",-0.171987743360315,-0.0513695006539846,0.10587044534413,0.0797570850202429,-0.18801381036508,-0.0400890876813974,-0.176958902189602,-0.337588825752468,0.242218736076184,-0.0460759552733162,-0.312539786828379,0.0740969293787496,0.142105263157895,-0.145344129554656,-0.0761133603238866,-0.0856507774226812,0.149809159268676,-0.120445344129555,-0.0413039085202276,-0.0669295568686771,0.125357524976236,-0.119014566712374,0.0628494288921104,0.0048582995951417,-0.248582995951417,-0.314202795887776,0.0251062973358246,0.0694885855765357,-0.00607287449392713,-0.073841459687687
"3,4-Dihydroxyphenylacetic acid",-0.0642445360779479,0.00596854279928653,-0.100409939902873,-0.396072676249941,0.142089288670611,0.0158947103832277,0.0111364212876118,-0.0988905671152814,-0.0643789857273003,0.169527588620005,-0.111007256773915,0.0703448916425564,0.109114833886388,-0.237562629991979,0.12176729607173,-0.0928935725000731,-0.0940311061023144,-0.529480237532186,-0.199544421435298,0.0972019827312377,-0.194787339507561,-0.174508525627756,0.0901842821005536,-0.148894174997103,0.203856470730228,-0.204211063489421,-0.0276385728319819,-0.0103281840371725,-0.399412926266872,0.275818103999024
"3-[3-Tert-butylsulfanyl-1-[(4-chlorophenyl)methyl-5-propan-2-ylindol-2-yl-2,2-dimethylpropanoic acid",0.282572414961688,-0.0149761635951275,0.184643419651554,-0.229690745169614,0.233062275377514,-0.0615602694050651,-0.108236723674366,0.0753914248346475,0.0931868804127243,-0.209905315259454,-0.0904992146833843,-0.215624352675492,-0.0711646513240363,-0.240421119337961,-0.0797691966477107,-0.052423822771403,-0.129124505872632,-0.22432555808544,-0.0230851010268994,0.29824416896204,-0.313871757640608,0.106654895663863,0.112101914358951,-0.00485903735925141,0.0170066307573799,-0.283623522276172,0.0398926745815718,-0.18732886885396,-0.186566788606257,-0.0896932321106045
"3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",0.0798482327361203,-0.0566478660325141,0.241915076983736,0.110633129348629,-0.279023757601376,-0.298759811088566,-0.0464692488273981,-0.274684761731074,0.168185038971556,-0.274292397716417,-0.144130801438867,-0.0436483454636353,-0.309631054599686,-0.146363682560035,-0.471076472084648,-0.26794366821125,-0.308073862349238,0.22096259960481,0.269602635353728,-0.267465324193028,0.0616778762800082,0.0877699499463477,-0.0648999260519307,0.0221671137487189,-0.203147932847849,-0.311213308124198,0.164819035056654,-0.0736998811541445,0.257401690698595,-0.319978370887629
"3-Deoxyuridine",0.10378220211045,0.0866460664557874,0.286032388663968,-0.171255060728745,-0.161577557984756,-0.132010531152884,0.101235069902519,-0.11732528818168,0.0427147123377141,-0.307240545712619,-0.0645085386268895,-0.127487319588643,-0.290485829959514,-0.142105263157895,-0.315789473684211,-0.0568190368536378,-0.262166028720183,-0.222672064777328,0.0186272528620634,-0.16998828535914,-0.0849103601669698,-0.0818869722440427,0.0407395320831595,-0.0198380566801619,-0.208906882591093,-0.315653600354277,-0.00242964167766045,-0.240341254700495,0.091497975708502,-0.152822452791136
"3-Hydroxyglutaric acid",-0.0705434361064176,0.211446243355821,-0.0668016194331984,0.0323886639676113,-0.206284424944531,-0.0886819212346063,0.128163598496589,-0.225532030649758,-0.147881978022276,0.0340253208172181,0.128608795363735,0.178847656938845,-0.358502024291498,-0.146963562753036,-0.383603238866397,-0.13933330693408,-0.129764271760895,0.0374493927125506,0.144158739541186,-0.52413942783464,-0.119333479153579,-0.170993198968039,0.0966284379057854,-0.0208502024291498,-0.0214574898785425,-0.169018720347283,0.105082002558814,0.115134298670847,0.256477732793522,-0.186596529523289
"3-Hydroxyphenylacetic acid",-0.0323239375819032,0.0844079761783316,-0.106882591093117,0.0273279352226721,0.15402434301895,-0.171289738275061,0.0801781753627947,-0.248024443409977,-0.0806720988937396,0.274734212431883,-0.0751238677680232,-0.126269287872828,0.0923076923076923,0.125910931174089,0,-0.370107866384205,-0.0941582215826008,-0.0755060728744939,-0.0949584955685624,-0.126718539994995,0.126218102950901,-0.0750802465915152,-0.0501567103536386,0.017004048582996,0.167408906882591,-0.15015826228278,0.0192346632814785,0.294402099259121,-0.0149797570850202,0.00430042591931132
"3-Hydroxypropanoic acid",-0.257879967438014,-0.335180662980875,0.240890688259109,-0.254655870445344,-0.0285797323030523,-0.237902414270919,-0.0662077357162471,0.172036562463293,-0.371375070064154,-0.280000035891691,-0.199751914703833,0.0326838510410375,-0.0963562753036437,-0.0538461538461538,0.0226720647773279,0.152120606098593,-0.0614534051225378,-0.0139676113360324,0.166430454919741,0.0655440724112045,-0.22403713273785,0.252673906798369,-0.0153540950062159,-0.0194331983805668,-0.0346153846153846,-0.209537616518827,-0.0951609657083675,-0.152237378308961,-0.130161943319838,0.172226813646566
