"","Acidaminococcaceae","Akkermansiaceae","Bacteroidaceae","Barnesiellaceae","Bifidobacteriaceae","Clostridiaceae","Clostridiales unclassified","Coriobacteriaceae","Desulfovibrionaceae","Eggerthellaceae","Enterobacteriaceae","Erysipelotrichaceae","Eubacteriaceae","Firmicutes unclassified","Lachnospiraceae","Lactobacillaceae","Methanobacteriaceae","Odoribacteraceae","Oscillospiraceae","Pasteurellaceae","Porphyromonadaceae","Prevotellaceae","Proteobacteria unclassified","Rikenellaceae","Ruminococcaceae","Streptococcaceae","Sutterellaceae","Synergistaceae","Tannerellaceae","Veillonellaceae"
"3-(1-Pyrazolyl)-alanine",0.460148214348354,0.9332750581619,0.0277974341621103,0.665039458045507,0.226093227096399,0.318683302020894,0.844761308063586,0.798402623603201,0.859663397621949,0.292569051074883,0.666871899196059,0.0339199419311917,0.459444232402378,0.0200594233474904,0.200214703483188,0.309431745571572,0.434794631155128,0.393913771455298,0.206638318906396,0.584880660174734,0.0619807776546069,0.406740275286335,0.762625300733765,0.335409412544049,0.013940484532676,0.919937704104476,0.819444914708214,0.0141753698852987,0.878455467804307,0.161804230222592
"3-(3-Hydroxyphenyl)propionic acid",0.664634172499707,0.0805489305831175,0.0427563977529406,0.814276883091401,0.938061791149987,0.253065870920279,0.42307485364283,0.140564835925839,0.396031747522801,0.223860527670161,0.993111417785424,0.586978547745908,0.612854837593308,0.846732235103903,0.629345978901002,0.293644955065063,0.93902774969304,0.349740298368147,0.591364761722497,0.0252915445926383,0.0558961393296618,0.177794789517509,0.285373216270901,0.706126558664624,0.209542611050278,0.226110775891877,0.908445706258846,0.529505478862853,0.543076389430031,0.212863792358956
"3-(Hydroxymethyl)phenol",0.249233428266677,0.132615603699365,0.599929408681759,0.313082610709333,0.581434006738644,0.811370730903884,0.132419317803536,0.640359614143182,0.666378130707576,0.761831339160973,0.531424969101296,0.398812860150645,0.388791381129364,0.130206226611062,0.49001817265125,0.848219026864148,0.45890358129634,0.0745779502794401,0.110078113909102,0.562168371191735,0.378867192967355,0.923541283131843,0.366805262751964,0.552885468992808,0.508838852450879,0.956803932988281,0.0460631440087518,0.541737124543913,0.517185551943617,0.758399788534036
"3,4-Dihydroxybenzoic acid",0.295125222246573,0.756127473599979,0.521226331895803,0.629345978901002,0.251711525039571,0.808541418181807,0.28117391883981,0.0355714699358884,0.137367699901923,0.780605343438316,0.0527277060885256,0.653938854148705,0.388156674688654,0.377320927008502,0.645134532033595,0.604150999269205,0.362679749355034,0.46516179099341,0.802852622192672,0.685602171642387,0.447019204772578,0.470519012449414,0.703870651545369,0.9765829944824,0.127020309420652,0.0514142294500295,0.879414604031746,0.674232800620965,0.970731009724739,0.655057643262828
"3,4-Dihydroxyphenylacetic acid",0.697605087956331,0.971233638803722,0.543055873240335,0.0125596919594433,0.388210564142246,0.923489724243355,0.946353869803037,0.549206539421774,0.69700229650848,0.302191123588094,0.501094165158636,0.670444083577358,0.508464675822837,0.145323519559369,0.460241090350521,0.573799774933487,0.569096613148677,0.000528097924875404,0.223260384188332,0.556080612246884,0.234718287200407,0.287996187047239,0.585071909894549,0.365651912165421,0.213211163450124,0.212398950891885,0.867355194225069,0.950242260137281,0.0117688465173855,0.0892086248481179
"3-[3-Tert-butylsulfanyl-1-[(4-chlorophenyl)methyl-5-propan-2-ylindol-2-yl-2,2-dimethylpropanoic acid",0.0813391217669786,0.927899298271431,0.260466085770705,0.159535199352164,0.153329802511427,0.709677589414811,0.511903106530344,0.648281312569926,0.572585397796914,0.199648648914332,0.583756563199211,0.187392304096831,0.666824577390672,0.14040018237435,0.629293763152349,0.751279249316028,0.433372099513492,0.169782236373351,0.889059529240262,0.0651603699411103,0.0516735749735322,0.518126309846415,0.496855669584331,0.976579439438517,0.918154868216368,0.0801646330745067,0.809462106967783,0.253474521047118,0.255445733403428,0.587125458415485
"3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",0.628953065755335,0.731951234186523,0.137876527635604,0.502546979455194,0.0854034432308106,0.0646748978573164,0.778779207714467,0.0905848046924618,0.30609223925902,0.0910650351810833,0.381359039110164,0.791902539697197,0.0550896088283377,0.373947346104585,0.00247099240972215,0.0991112617863645,0.0563883687038649,0.176441605627471,0.0969580859477985,0.0997388494776259,0.709147160075383,0.595199166849664,0.694668447539895,0.893445352955021,0.214840537433662,0.0537945442272676,0.316013041996825,0.655677984165104,0.113658569564731,0.0470551649751618
"3-Deoxyuridine",0.529523104781944,0.599939465084525,0.0775228411843205,0.29721839785309,0.325755860862577,0.42307485364283,0.539729456233914,0.476885935862076,0.79625863907415,0.0570933573886307,0.696421632593994,0.439274736246059,0.0728182726412374,0.388156674688654,0.0501856408308901,0.731171341897642,0.106896398406904,0.173033558356969,0.910385709955255,0.3008597963317,0.607292281352772,0.620191099659513,0.805494272764256,0.904586511866081,0.201844607910767,0.0502899172413025,0.988287917247165,0.140536045572905,0.579593902293844,0.35299458205259
"3-Hydroxyglutaric acid",0.669566767921214,0.196292451239565,0.686172398884832,0.844815631429428,0.207692702428105,0.591364761722497,0.436831163317166,0.167437776194483,0.368956778230475,0.837076762203868,0.435226656657324,0.275987684010597,0.0250208847019251,0.371970802157657,0.015922388494209,0.397573053546822,0.431077526824361,0.820935785656165,0.381265772474307,0.000615267998515856,0.469322096493303,0.297968804027453,0.558424581121277,0.899742524035398,0.896837837868659,0.303666018738247,0.524351327789512,0.485210708602162,0.115006549886113,0.255368613927302
"3-Hydroxyphenylacetic acid",0.845121988010676,0.609427659312602,0.517228209001146,0.868833002338221,0.349175717191156,0.297119114785155,0.627531615160789,0.127904442802373,0.625406182034852,0.0905244187885668,0.649449078491082,0.443694728128505,0.576228979638613,0.444999753099794,1,0.0203865576617277,0.568572149546085,0.647781179124452,0.565275410890396,0.442061654852207,0.443880999481902,0.649639543671837,0.761715798661292,0.918167253167136,0.308362018483948,0.361549584398464,0.907475900004897,0.068868960940605,0.92788204314755,0.979271328014628
"3-Hydroxypropanoic acid",0.112965505012204,0.0369909971671378,0.139603324658044,0.117699774622952,0.862880513144465,0.144731741853242,0.688821624964291,0.294986089932443,0.0199271587882706,0.0842699298318617,0.222769509595126,0.843418766881852,0.559538466405949,0.744753681228218,0.891032477673122,0.355236283770374,0.710159684640466,0.932743393988814,0.311238645274454,0.691786461553553,0.170346191944871,0.1206832626732,0.926084736886863,0.906525070487547,0.834290331665916,0.200455413022022,0.564442731188209,0.354862716720947,0.429654656993727,0.294444284455553
"3-Indoleacetic acid",0.577543665383641,0.616243829678733,0.902648498322887,0.0216270289310569,0.232316520423094,0.863029937592716,0.534038739154175,0.768757178616424,0.324316042775884,0.386208742561435,0.531466748233452,0.627493236487475,0.61631143357223,0.0751417416230633,0.979509459012543,0.553990902268927,0.708970041809361,0.418876893643801,0.782081349393954,0.0576242904132407,0.0823287722737094,0.0707826863831467,0.78542715820378,0.174641907055304,0.902648498322887,0.684613267279435,0.650365846026817,0.513355547934112,0.0305667372926557,0.435660476929387
"3-Indolepropionic acid",0.0901123596084024,0.219804396568722,0.436171308866388,0.139069206756999,0.478197870527854,0.228576304113781,0.604157668405748,0.854734571248996,0.176622435836706,0.454393974093013,0.740320427834009,0.551770720139459,0.409636927270435,0.0480380517581314,0.458739616335532,0.413830040174353,0.0628843437135074,0.132520398703611,0.0552052077356411,0.0619328987221697,0.36754476390616,0.470109136990739,0.364829231227461,0.00602701248238469,0.98828969558995,0.796582059926518,0.513535771341832,0.732687877105205,0.0507189635869989,0.0256541336727107
"3-Isochromanone",0.468937918464421,0.384704859649693,0.05418854112474,0.400561524792547,0.0496275636243522,0.38397486494505,0.384653898553772,0.780026321671495,0.75310326390295,0.278237902321457,0.631280062093035,0.347071449245439,0.662858777625607,0.861133748394797,0.842899908098801,0.918141007674458,0.959330724692515,0.349098957250456,0.387377065742266,0.174585481836393,0.9695843136657,0.24463833618714,0.556750796907688,0.699755709961115,0.661968151581593,0.45871632208315,0.789618127444007,0.987707581152134,0.328337717010883,0.0884053106781617
"3-Methyladipic acid",0.208244410138812,0.61396820790328,0.606825653049841,0.241351322499404,0.0889910039812505,0.735445033995682,0.233260455093023,0.253196237001628,0.0152080055065344,0.932709408912585,0.689116578236559,0.715403674446881,0.809528360991912,0.837158126256806,0.0764333223422311,0.148562616584298,0.203051604649723,0.280713916585711,0.0198706215150408,0.00704121129171931,0.205833657058795,0.978127336023434,0.16730091288875,0.0504968639733789,0.187046534754001,0.341452900042936,0.483395158263561,0.218475221362209,0.410365643527574,0.0365280167554174
