"","Acidaminococcales","Bacteroidales","Bifidobacteriales","Burkholderiales","Clostridiales","Coriobacteriales","Desulfovibrionales","Eggerthellales","Enterobacterales","Erysipelotrichales","Firmicutes unclassified","Lactobacillales","Methanobacteriales","Pasteurellales","Proteobacteria unclassified","Synergistales","Veillonellales","Verrucomicrobiales"
"2,3-Dihydroxybenzoic acid A",0.426218249930439,0.497468607812846,0.623369600956602,0.692440280939819,0.707038305975581,0.680612781006167,0.0935577659487135,0.946827421106444,0.220736230533992,0.299899394376659,0.0269235462169486,0.940162643771684,0.518522933485815,0.246313699462839,0.305216108247818,0.356905075242519,0.844712156311641,0.756618070576355
"2,6-Diaminopimelic acid",0.82278583166295,0.222589906814529,0.427112691190146,0.881810643579228,0.0167663211115832,0.720815400501986,0.0455813233903526,0.815821325341701,0.608018166814864,0.384673792627261,0.248680924830505,0.973000692823302,0.941554946434886,5.50181309226794e-05,0.975327713711482,0.848128128896903,0.0835571440304632,0.449965202862398
"2,8-Quinolinediol",0.152932953593982,0.234842017115289,0.640117167651705,0.824711533048645,0.292604590561668,0.871176836520808,0.110458848537195,0.0416337426430693,0.609804939002424,0.484551785405428,0.180768479651122,0.189834280402629,0.0308027580280097,0.0552013665317308,0.65657638136197,0.233695280262147,0.0983664208202502,0.906699465256938
"2-[4-(Acetylamino)phenyl-4-quinolinecarboxylic acid",0.865859379250849,0.902648498322887,0.0582376964428755,0.373873994450484,0.895869901784294,0.810858214964851,0.160146431378317,0.510251110766462,0.730221710225249,0.41540279505764,0.861133748394797,0.0097360591402329,0.318303015471612,0.840733306435658,0.78542715820378,0.328570224443653,0.606192441941437,0.539252755005606
"2-{[2-Hydroxy-1,1-bis(hydroxymethyl)ethylammonio}ethanesulfonate",0.652693168636897,0.591733352917467,0.338910680980736,0.718318386331138,0.15256700722466,0.675110883520695,0.236888010710042,0.822928880657192,0.178710462790356,0.207141129832704,0.166552036144172,0.693336837948519,0.937103855119331,0.00086500253165589,0.634608888362371,0.84628568764806,0.127706764798499,0.201016930423653
"2-Amino-3-methoxybenzoic acid",0.193246448399758,0.103167397627328,0.049926400703145,0.152976126241673,0.220729893277132,0.234576254951194,0.465305221084116,0.825604155954856,0.924015287559528,0.923288098736823,0.607667170763929,0.0751964445382098,0.572912119994016,0.231624369032526,0.526195244939674,0.358519454661704,0.0957148466196789,0.87766706911613
"2-Aminonicotinic acid",0.827359649045551,0.767112985121938,0.108817155716624,0.327005418898842,0.906525070487547,0.2917830270442,0.198709789801568,0.394778582749916,0.598584165786251,0.744981651990426,0.0596805310893935,0.933310625084556,0.67127425431833,0.122940046212796,0.920189762172333,0.858732574528045,0.0936774002890446,0.643822425149832
"2-Aminophenol",0.198987897014102,0.179531091011752,0.708349877385044,0.019016054202222,0.210001694495213,0.475197254963408,0.370948219318994,0.414725192458322,0.598584165786251,0.877162932027672,0.783065262573166,0.0123471498748109,0.082342881877814,0.972262007827736,0.307606876983914,0.183190166351467,0.595991410241257,0.695124676335557
"2-Deoxycytidine",0.429117625826573,0.100346916970484,0.404968736318655,0.854378075285464,0.112068873334559,0.783428800125258,0.922047909454504,0.0499083151939552,0.036109989766302,0.386110694452943,0.143062480219873,0.119636243002602,0.326252086274665,0.196754325827877,0.515686401370608,0.0501603716153138,0.912190710669164,0.960455571380181
"2-Deoxyribose",0.363275910494224,0.10748709031415,0.175787638075833,0.618837998584346,0.00503210212663241,0.00198588893873852,0.256546260171327,0.0926449646348688,0.749779058786287,0.0871864243608909,0.00481167348747835,0.265084952061686,0.268921059344783,0.3539919239266,0.895676096087597,0.69581686465309,0.559819758934466,0.417301219187632
"2-Deoxyuridine",0.641507401236608,0.0753558104758856,0.411705043499651,0.668148770013779,0.157156543587816,0.310492883533611,0.679850985097728,0.099768117823686,0.163665340739804,0.371930457476878,0.305404134049515,0.350625828154505,0.423557952825921,0.442448768842003,0.476187531973149,0.155167501800498,0.852662272263852,0.743893641399868
"2-Dodecoxyethyl hydrogen sulfate",0.947605202771319,0.224580738334254,0.158454479593625,0.506028416832215,0.202291882151385,0.985355731484224,0.275690940687347,0.220277519694968,0.25440444055553,0.0974967150932258,0.126701012431138,0.907905550076778,0.28625860013731,0.899557667457313,0.889806141397198,0.0471104322544615,0.0598387314885545,0.489411842909428
"2-Hydroxybenzaldehyde",0.547898201429502,0.66239733800963,0.810330706191861,0.445991149093693,0.515611859228108,0.522195743756906,0.116758509661232,0.280721078815692,0.953876613158194,0.96673447283409,0.52763388552758,0.149216425872588,0.191007118762955,0.170248966972512,0.789705831406078,0.922973327460028,0.266236909592397,0.332101845393354
"2-Hydroxycinnamic acid",0.469319073027859,0.135869969444906,0.306013179125874,0.985360180122476,0.0508096354400529,0.41224530379836,0.0402819721773051,0.861064104285475,0.557122846246839,0.692575139607857,0.0394549663746822,0.462410611337492,0.148437529574945,0.0537180619096143,0.856661276338417,0.38838625008769,0.116433897807279,0.361527145982691
"2-Hydroxyisobutyric acid",0.863926359764497,0.482713461334189,0.177633849928579,0.189508691191158,0.322201342443052,0.36642063938539,0.289434707092832,0.193897915986385,0.613275418847968,0.830951803082192,0.13419763818109,0.702574693933004,0.419825944901743,0.0776199930307171,0.782571231636402,0.418282595159034,0.0972791223333414,0.502576219392373
"2-Hydroxynicotinic acid",0.615666544273478,0.152716584699376,0.125960929790186,0.459796810045106,0.156037862186958,0.1670716291235,0.499797388323982,0.106880842564801,0.469258273237192,0.289494188973378,0.926910076996616,0.539774479871321,0.182214383270388,0.984587946008446,0.111687599877688,0.511854206322766,0.58236230799302,0.361527145982691
"2-Hydroxypalmitic acid",0.00086697002406444,0.488100725705143,0.726589494486114,0.760045830002177,0.161858657208594,0.386866015422232,0.107450206040732,0.483431910335724,0.636016647592772,0.452584281556481,0.72626301862727,0.427510393423346,0.452111437132179,0.0625638084831377,0.838232412527281,0.310018414772081,0.692190553683874,0.832419011306936
"2-Hydroxyphenylacetic acid",0.357019406698726,0.184914156347143,0.685686737842833,0.252519985602132,0.252097045748685,0.610068136551518,0.159179198572143,0.221920771502119,0.727891099219328,0.310217043941724,0.313706989725772,0.707143362589242,0.973303124083702,0.00384395864935438,0.471149646875847,0.275165072219362,0.0228396934358761,0.48165827570542
"2-Hydroxyquinoline",0.706756383829794,0.983411816542516,0.81034012965983,0.0663209167238121,0.672685606177464,0.799952416219607,0.0756623399034502,0.207478033209757,0.837135650937933,0.921830674151455,0.129596331629628,0.626363405348959,0.992371453541973,0.204011135987869,0.833406595891024,0.31173384226239,0.616467635511603,0.265682540975119
"2-Ketogluconic acid",0.385767209375728,0.150531237958388,0.343706899726354,0.255683846277969,0.386111250778535,0.806112108690901,0.169431489408442,0.552311617933265,0.559622265145657,0.141893792828567,0.0152135964999158,0.886478270606355,0.77045167590742,0.00790600898618621,0.318511937622092,0.57674268139866,0.0209529572546057,0.664352674309486
"2-Methylglutaric acid",0.693066927702675,0.736420737353698,0.227631215171641,0.31664103616381,0.26968617710938,0.156567253347886,0.612405283391644,0.705072631313068,0.782714433119786,0.663743154778732,0.715262033060452,0.943100552461242,0.87965389362669,0.000141282051076885,0.422951937034658,0.445706996338423,0.175106854500905,0.473611830954054
"2-Propanamidoacetic acid",0.89080639148761,0.813792475573767,0.771323489363157,0.987311344099479,0.561592526800978,0.456262590657254,0.000765468462012864,0.618279760188583,0.281628807765007,0.0810829364220136,0.158071586350779,0.416697085379916,0.203906634962824,0.0732576485460705,0.233930596026279,0.966816707724772,0.547619093399314,0.368958978427398
"3-(1-Pyrazolyl)-alanine",0.460148214348354,0.0412445627747602,0.226093227096399,0.961454932035357,0.0299741849175663,0.839924038851819,0.859663397621949,0.292569051074883,0.715390817276368,0.0339199419311917,0.0200594233474904,0.618443258100024,0.434794631155128,0.584880660174734,0.762625300733765,0.0141753698852987,0.161804230222592,0.9332750581619
"3-(3-Hydroxyphenyl)propionic acid",0.664634172499707,0.48734819786247,0.938061791149987,0.858221336574377,0.757772845916114,0.13684477356233,0.396031747522801,0.223860527670161,0.830406505478536,0.586978547745908,0.846732235103903,0.733005666699267,0.93902774969304,0.0252915445926383,0.285373216270901,0.529505478862853,0.212863792358956,0.0805489305831175
"3-(Hydroxymethyl)phenol",0.249233428266677,0.834273790278223,0.581434006738644,0.0537005298799285,0.504099894160259,0.631321421369242,0.666378130707576,0.761831339160973,0.589976656928065,0.398812860150645,0.130206226611062,0.974964903435656,0.45890358129634,0.562168371191735,0.366805262751964,0.541737124543913,0.758399788534036,0.132615603699365
"3,4-Dihydroxybenzoic acid",0.295125222246573,0.231386836829066,0.251711525039571,0.969749696296587,0.480404734337565,0.0381524126668138,0.137367699901923,0.780605343438316,0.0791660314845744,0.653938854148705,0.377320927008502,0.0199577161153295,0.362679749355034,0.685602171642387,0.703870651545369,0.674232800620965,0.655057643262828,0.756127473599979
"3,4-Dihydroxyphenylacetic acid",0.697605087956331,0.4846195510401,0.388210564142246,0.982919677693085,0.531671447135562,0.557868500693439,0.69700229650848,0.302191123588094,0.479221098055867,0.670444083577358,0.145323519559369,0.132229671239698,0.569096613148677,0.556080612246884,0.585071909894549,0.950242260137281,0.0892086248481179,0.971233638803722
"3-[3-Tert-butylsulfanyl-1-[(4-chlorophenyl)methyl-5-propan-2-ylindol-2-yl-2,2-dimethylpropanoic acid",0.0813391217669786,0.558235765543844,0.153329802511427,0.665868082936516,0.452341693397692,0.681017046444938,0.572585397796914,0.199648648914332,0.442862395345291,0.187392304096831,0.14040018237435,0.110475847988081,0.433372099513492,0.0651603699411103,0.496855669584331,0.253474521047118,0.587125458415485,0.927899298271431
"3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",0.628953065755335,0.00119939683698567,0.0854034432308106,0.357694357317868,0.00672988440276323,0.091313701349037,0.30609223925902,0.0910650351810833,0.409575019832384,0.791902539697197,0.373947346104585,0.0427709030501706,0.0563883687038649,0.0997388494776259,0.694668447539895,0.655677984165104,0.0470551649751618,0.731951234186523
"3-Deoxyuridine",0.529523104781944,0.0582677273272125,0.325755860862577,0.800958565130683,0.00773057709178682,0.448465432851375,0.79625863907415,0.0570933573886307,0.643990497038035,0.439274736246059,0.388156674688654,0.0809746383388992,0.106896398406904,0.3008597963317,0.805494272764256,0.140536045572905,0.35299458205259,0.599939465084525
"3-Hydroxyglutaric acid",0.669566767921214,0.348458332730755,0.207692702428105,0.470376776760683,0.0489561264611693,0.169429405045245,0.368956778230475,0.837076762203868,0.423912329476416,0.275987684010597,0.371970802157657,0.51866150828164,0.431077526824361,0.000615267998515856,0.558424581121277,0.485210708602162,0.255368613927302,0.196292451239565
"3-Hydroxyphenylacetic acid",0.845121988010676,0.58127967112049,0.349175717191156,0.959998420178071,0.610267793184047,0.13583368414934,0.625406182034852,0.0905244187885668,0.632510287224176,0.443694728128505,0.444999753099794,0.324725462761976,0.568572149546085,0.442061654852207,0.761715798661292,0.068868960940605,0.979271328014628,0.609427659312602
"3-Hydroxypropanoic acid",0.112965505012204,0.157905561777683,0.862880513144465,0.429560445634638,0.377320927008502,0.298421400880158,0.0199271587882706,0.0842699298318617,0.313138988926037,0.843418766881852,0.744753681228218,0.335316010890858,0.710159684640466,0.691786461553553,0.926084736886863,0.354862716720947,0.294444284455553,0.0369909971671378
"3-Indoleacetic acid",0.577543665383641,0.878473784818087,0.232316520423094,0.689725652869725,0.795323723432651,0.793804631745144,0.324316042775884,0.386208742561435,0.454865236451804,0.627493236487475,0.0751417416230633,0.935267882775169,0.708970041809361,0.0576242904132407,0.78542715820378,0.513355547934112,0.435660476929387,0.616243829678733
"3-Indolepropionic acid",0.0901123596084024,0.733175089662172,0.478197870527854,0.506796654642923,0.717080150424402,0.836590260911937,0.176622435836706,0.454393974093013,0.849172598807575,0.551770720139459,0.0480380517581314,0.891822792149738,0.0628843437135074,0.0619328987221697,0.364829231227461,0.732687877105205,0.0256541336727107,0.219804396568722
"3-Isochromanone",0.468937918464421,0.147296203147171,0.0496275636243522,0.711547176666556,0.391579743943032,0.741846585979149,0.75310326390295,0.278237902321457,0.656445461544783,0.347071449245439,0.861133748394797,0.650206268304058,0.959330724692515,0.174585481836393,0.556750796907688,0.987707581152134,0.0884053106781617,0.384704859649693
"3-Methyladipic acid",0.208244410138812,0.165927295889564,0.0889910039812505,0.667255267747401,0.397785343814902,0.271895398532241,0.0152080055065344,0.932709408912585,0.602027142020195,0.715403674446881,0.837158126256806,0.820814203623759,0.203051604649723,0.00704121129171931,0.16730091288875,0.218475221362209,0.0365280167554174,0.61396820790328
"3-Methylglutaric acid",0.954942165566083,0.969755817646325,0.4942090217736,0.276169277452806,0.65308727145613,0.714208123939719,0.752637965308162,0.993165720227131,0.605478649803801,0.902372753016303,0.809528360991912,0.600304583665551,0.730485197236051,0.00352566748743222,0.730745560022183,0.476010560103656,0.301059004515579,0.844766611872378
"3-Methylhistidine",0.827838641999725,0.953185325296848,0.203356755699423,0.469616817028014,0.400561524792547,0.264034649894568,0.67401425084013,0.389281258371608,0.470022428538718,0.159706606572448,0.151257132152864,0.102508019816328,0.201884472691985,0.907209877249016,0.251916213018955,0.687836230717888,0.480293095692187,0.0976018334970692
"3-O-Methylguanosine",0.579003258313842,0.0626664817346381,0.00110936395609285,0.486463110272167,0.138898359322404,0.732814060457678,0.0865285722391136,0.997803132940963,0.535253349624352,0.693014398253953,0.111759478076917,0.922060308284333,0.440557184255569,0.13473334672752,0.335293819228277,0.81416571694311,0.128409632765869,0.609636183553725
"3-O-Methyluridine",0.638791621829961,0.827572702862931,0.126362752034504,0.447030642517584,0.722544799816272,0.644458599637273,0.823749524612022,0.957539968871385,0.240350005950708,0.789032915672107,0.0273603303408474,0.0552500958081947,0.5959897476603,0.130588248204358,0.643098301076229,0.880551235786373,0.458563275760856,0.759516376406399
"4,5,7-Trihydroxyisoflavone",0.508648249635148,0.0378220287217157,0.0345423390179749,0.987311986202281,0.0492612088175153,0.640123744383119,0.24821435187469,0.767466399082095,0.65733866565335,0.478378327883044,0.730881842415776,0.208077175488327,0.298210229811601,0.16975031092537,0.443535607019296,0.31173384226239,0.32686158660408,0.663414079772078
"4,6-Dihydroxypyrimidine",0.73486973256041,0.428931370964948,0.328239391708133,0.716122676925486,0.122293526767018,0.760920629295893,0.0504066249596842,0.9016301469573,0.189403929855393,0.173789564559844,0.138577713952575,0.470022428538718,0.94663759598716,0.000384047127404585,0.470787622252606,0.569879457411761,0.0617131105923865,0.355354837932222
"4-Acetylbutyric acid",0.664634172499707,0.399172041748597,0.786496193574813,0.344530752792956,0.29375369526673,0.147978353842037,0.361709544982191,0.0572657570811834,0.508260746122979,0.48223190007547,0.755908832947145,0.626363405348959,0.974575267238773,0.415803574726942,0.0987959667006526,0.25387706218108,0.752149417450802,0.324167959830491
"4-Hydroxybenzoic acid",0.690340364225684,0.367326644639205,0.410637199749714,0.0544680241472637,0.361406752262175,0.560168102081856,0.314007031546413,0.769808060091792,0.753522246213272,0.701675787837338,0.381363201597533,0.549656033016777,0.302009683871952,0.925607618401836,0.561779166366541,0.267959330622615,0.40131284770559,0.463229909509026
"4-Hydroxyhippuric acid",0.318841942302774,0.704189908910049,0.994831443486295,0.396457432612561,0.677046562738411,0.104024367908957,0.833021048652027,0.324967099456028,0.689678855301931,0.186640642712111,0.854348892606045,0.805443105453306,0.581542259165313,0.0344912536966753,0.719475317878362,0.965576223962238,0.436607534330128,0.487397503920284
"4-Hydroxymandelonitrile",0.867283019966701,0.767067135508746,0.616737601389565,0.740945281002504,0.860625017774873,0.899914081605314,0.789607719894064,0.330310202701083,0.660851627698645,0.722247175567812,0.203769173086008,0.916673867915499,0.926975256505889,0.600315767752396,0.177312710629844,0.082603614794817,0.631720219932912,0.52235808452128
"4-Hydroxyquinoline",0.628751436882814,0.482713461334189,0.894994221179023,0.346441921788983,0.960981207640046,0.737679431762145,0.0841834892564428,0.266187960003695,0.444414388350992,0.524860594301823,0.731804066493448,0.267800676408741,0.365249119041561,0.341868632237379,0.359881095914813,0.387526296348583,0.93333114993866,0.541398966985464
"4-Isopropylbenzoic acid",0.675382796645489,0.215283929599953,0.00887691189069817,0.86205399372977,0.0216127557788259,0.0592069864161189,0.963900147375871,0.846640196418234,0.164786556951922,0.856872504960188,0.37861675076176,0.893277404981306,0.738882981143061,0.0130734879155021,0.996545537176266,0.363439065863525,0.0850888107048589,0.0135918514100042
"4-Pregnen-17.alpha., 20.alpha.-diol-3-one",0.151929427746727,0.0121325496143538,0.00677377522091938,0.409469427620905,0.0873337313360636,0.458441626225301,0.121885556378159,0.0166691897855065,0.181684549096411,0.92668781418335,0.423792748172306,0.685195023409696,0.481635438903203,0.574879346919378,0.450173919319321,0.743136079082116,0.713368689035041,0.300760476638237
"4-Pyridoxic acid",0.181973386078417,0.390208413766153,0.560800108132132,0.506818290133933,0.704304277892097,0.594230842713405,0.497446704764548,0.238340368468089,0.316162440137491,0.843418766881852,0.868833002338221,0.0220981732165617,0.267508169676467,0.835194070320618,0.534387248337142,0.675362600484653,0.661502780027065,0.346888700930785
"4-Thiouridine",0.914641517060933,0.206074749074996,0.112116915970724,0.784884122480602,0.310393633755571,0.880331903700423,0.85534583095227,0.0100001580096536,0.179650289708688,0.296935743251811,0.181551465607817,0.193474007945468,0.320625202217127,0.460014365210859,0.127547391050915,0.445893168035166,0.210065606156398,0.534717485955136
"5-(Acetylamino)-2-hydroxybenzoic acid",0.581773557968534,0.0194659618402184,0.0103252681789894,0.976578254064036,0.0410127764770327,0.120707039342616,0.929822740844753,0.530270206055241,0.930375466763519,0.135395983988897,0.0556905912111778,0.264543998168415,0.822162964509258,0.0462351414526108,0.301652179605705,0.67028405834122,0.0150168274753555,0.892423659462197
"5-Aminosalicylic acid",0.365919261100706,0.466674383630966,0.873077463492127,0.783963734724198,0.104696579631256,0.173010776530379,0.448303362095392,0.979011073273549,0.149418807426359,0.325095858940638,0.712517214601975,0.617625227232717,0.301247333298035,0.111384988716161,0.81029083550591,0.172887270691691,0.789527086323677,0.25339388049997
"5-Hydroxytryptophan",0.450394651259316,0.935165159372745,0.349586733263329,0.571898513731362,0.536088546304943,0.869711272516137,0.516345000712545,0.399205823962022,0.0450621400595064,0.00550073573713172,0.0654673016213883,0.294148396850617,0.725046444574625,0.023567935953376,0.644897154605145,0.756321516536993,0.038207480233722,0.628310996913566
"5-Methylcytidine",0.742289613083924,0.123834592855983,0.382723619542206,0.0574184606307122,0.0853579968979514,0.0533098819910505,0.182174408484758,0.918364685114067,0.58914153945027,0.751023378667059,0.720289772530966,0.181961438377504,0.443430425412852,0.0738666385581874,0.450618816175432,0.984019465083524,0.105787994201494,0.400238943356826
"5-Methyluridine",0.412217798441007,0.250798330277816,0.744057989732942,0.240220767565228,0.46438370255046,0.842813482733131,0.0389255410723655,0.554766873013938,0.198341301423993,0.0233827010993157,0.773190432254196,0.519444650784659,0.812239372190757,0.0295170679596797,0.607066065124046,0.870242273019298,0.253174710022736,0.185412294999746
"6,6-Dihydroxy-5,5-dimethoxybiphenyl-3,3-dicarboxylic acid",0.23033889068444,0.589741307366796,0.830501244422325,0.718872687841154,0.2217062617923,0.736292014805614,0.875573422997569,0.0733990350639486,0.188117015471061,0.782462721440717,0.19347742347066,0.264543998168415,0.853314214015716,0.494738298852407,0.952655833628644,0.38838625008769,0.661041607602582,0.463626951387997
"6,7-Dihydroxycoumarin",0.0802348591939208,0.404722649659154,0.887673629150006,0.767055673517773,0.732252267134573,0.40343364140007,0.914761174335013,0.871170371256558,0.681613830292201,0.747761571220828,0.400189813294715,0.492444935486049,0.249224864531235,0.819617464897874,0.533956438760755,0.27256828264412,0.131696123518379,0.594303615374135
"6-Methyl-1,2,3-oxathiazin-4(3H)-one 2,2-dioxide",0.975988176647049,0.6574568195303,0.774599934278555,0.764214721995647,0.866880333216416,0.0805270608411939,0.9002016374938,0.540338677588911,0.0488235334961538,0.545121271571907,0.214070110123795,0.180850734167435,0.766746453147435,0.615261354124898,0.217740410495797,0.397386348459791,0.788508099168554,0.412349510708907
"8-(3-Octyl-2-oxiranyl)octanoic acid",0.961791381756259,0.34270025739692,0.734957984088194,0.922517995852928,0.299809217848318,0.975593986779424,0.952693435049568,0.346109357106994,0.175157418830815,0.973580546172451,0.843849854030684,0.908876569027197,0.615066249200714,0.0573831859614682,0.305191274951224,0.152249698690698,0.0664880732525384,0.815860903496624
"9,10-Dihydroxy-12Z-octadecenoic acid",0.889592449507678,0.749383295991692,0.203220127474823,0.234969352319198,0.665517454745666,0.398559855842041,0.784455828961454,0.629372723208064,0.0314619570105696,0.87812437367842,0.950260423704515,0.511029082539436,0.834585755606004,0.375447784162506,0.41463215857764,0.870849171967766,0.638808539758357,0.08011783195668
"Abscisic acid",0.219694415490462,0.533311494254604,0.346273894934089,0.0267973096683485,0.92788204314755,0.28864205644284,0.908459550013746,0.273815593660595,0.0544630827609824,0.0245812083280808,0.506115057474158,0.507465055970022,0.262601640590781,0.269101119166123,0.130365928606176,0.372238207947347,0.794417551477819,0.344875300917811
"Acetylenedicarboxylic acid",0.367909304723005,0.837158126256806,0.659730557759137,0.217347008139952,0.110909822995801,0.132503321495851,0.38915750897458,0.838990710900418,0.586601803760828,0.661063689493922,0.35295774628886,0.896209002730724,0.496889644431462,0.0318809601666208,0.392410577182946,0.114737478336755,0.937867609599161,0.0157127421077434
"Aconitic acid",0.572466681993412,0.0081943786466423,0.0304936018623838,0.941971788053197,0.00476623347547012,0.204055540742486,0.164719794333047,0.513804928266413,0.539343970386689,0.44737340771754,0.045759954727957,0.116722932987656,0.226103065174775,0.0245005070683442,0.960537743650671,0.66998658371821,0.0114062084734403,0.261004451599845
"Adenine",0.252407277895113,0.551278461638163,0.880860251010944,0.674415855683858,0.286336311229034,0.283830968782487,0.79673127342983,0.698247590258366,0.948978558732839,0.39366298042622,0.099546960503222,0.794096306234264,0.860825127085669,0.0189751905258131,0.464656200480404,0.783197042786252,0.518474577572675,0.276606944896107
"Adipic acid",0.588996048364821,0.879438837491694,0.376968375962843,0.38397486494505,0.428208764218383,0.0629121327480608,0.432168003680568,0.291496577813517,0.615013786921485,0.412560076438016,0.612854837593308,0.986255121299185,0.314374500898698,0.00664023777367451,0.214517252792911,0.265577261487586,0.48188730494997,0.308923958244131
"Ala-Ala",0.609167437013396,0.488898212484752,0.21631994566827,0.596474906956806,0.891032477673122,0.270802122604163,0.157696448632276,0.460410960303429,0.154557928836878,0.113645480917275,0.06873853888301,0.0513675783408432,0.740114295139316,0.0512614817652208,0.314242585486772,0.359776275590628,0.0837265223995185,0.307050952311548
"Ala-Ile",0.839832988949852,0.342091540061676,0.0872821452265051,0.64771449366742,0.0316181865210492,0.252919056929482,0.462121633801955,0.616132231563018,0.130109034394449,0.77774908958744,0.16945364683131,0.771376983623334,0.519564598869728,0.0024780677439975,0.982237343252122,0.972346319025581,0.226616117430128,0.090632587622602
"Ala-Leu",0.545037275769646,0.995120814627118,0.0958253344284294,0.781140614702783,0.276821305429124,0.192813226832832,0.893445352955021,0.496075932122566,0.121803022271054,0.948168130505342,0.135869969444906,0.924507911378099,0.859572451403873,0.0578070846466123,0.85083561547641,0.737937770790879,0.655976883533266,0.0980160872862812
