"","Acidaminococcales","Bacteroidales","Bifidobacteriales","Burkholderiales","Clostridiales","Coriobacteriales","Desulfovibrionales","Eggerthellales","Enterobacterales","Erysipelotrichales","Firmicutes unclassified","Lactobacillales","Methanobacteriales","Pasteurellales","Proteobacteria unclassified","Synergistales","Veillonellales","Verrucomicrobiales"
"2-Propanamidoacetic acid",-0.0227193889452869,-0.0389695835308529,-0.0480776256924265,0.00263224503161732,-0.0958550535161499,-0.12284167562489,-0.51634780848264,0.08233329124735,0.176794324594175,0.282800675492297,-0.230477251168187,0.133817824030384,-0.20797623327258,-0.290060521933184,0.19510924141164,0.00688545602478167,0.0992819301901791,0.147881305964465
"3-(1-Pyrazolyl)-alanine",0.121792319886347,0.328389941529408,-0.198353044703684,0.00799878500493445,-0.347927320911398,-0.0334228004996959,0.0292569347520666,-0.1728870316757,-0.0602954125490237,0.340491562558191,-0.371007748367842,-0.0822950901006946,-0.128728823015003,-0.0902300532617465,-0.0499595746184182,-0.389769018143042,-0.228481707060698,0.013856948522182
"3-(3-Hydroxyphenyl)propionic acid",-0.0716615597334646,0.114574898785425,-0.0128608795363735,0.0295606404115354,-0.0510121457489879,-0.242531676658445,0.139784402223657,-0.199291164786563,0.0354385433731135,-0.0897283363983762,-0.0319838056680162,-0.0564165316916806,0.0126599289522825,0.357881292937926,-0.17544612560436,0.103786621393211,0.204008010074647,-0.283278283689401
"3-(Hydroxymethyl)phenol",0.188982021674025,-0.0346188887288334,0.0910560781484197,0.311329352613174,0.110233829899706,0.0792991760430301,-0.0712658805387235,0.0501316630157087,-0.0890127078511573,0.138971184867211,-0.246583663577305,0.00519410537804236,-0.122127926437342,0.0957146915052395,0.148540314232485,-0.100736770133417,0.0508760416298907,-0.245095693893428
"3,4-Dihydroxybenzoic acid",-0.171987743360315,0.196153846153846,-0.18801381036508,0.00627657433395615,-0.116396761133603,-0.33326586550436,0.242218736076184,-0.0460759552733162,-0.284526695932411,0.0740969293787496,-0.145344129554656,-0.371290026259689,0.149809159268676,-0.0669295568686771,0.0628494288921104,0.0694885855765357,-0.073841459687687,-0.0513695006539846
"3,4-Dihydroxyphenylacetic acid",-0.0642445360779479,-0.115289235432835,0.142089288670611,0.00354340677333101,0.103244091432389,-0.0967644031818486,-0.0643789857273003,0.169527588620005,-0.116708695843851,0.0703448916425564,-0.237562629991979,-0.245332677389037,-0.0940311061023144,0.0972019827312377,0.0901842821005536,-0.0103281840371725,0.275818103999024,0.00596854279928653
"3-[3-Tert-butylsulfanyl-1-[(4-chlorophenyl)methyl-5-propan-2-ylindol-2-yl-2,2-dimethylpropanoic acid",0.282572414961688,0.0966745974601062,0.233062275377514,0.0713815623858074,-0.123905452660911,0.0679596943493817,0.0931868804127243,-0.209905315259454,-0.126498145922107,-0.215624352675492,-0.240421119337961,-0.259616565181523,-0.129124505872632,0.29824416896204,0.112101914358951,-0.18732886885396,-0.0896932321106045,-0.0149761635951275
"3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",0.0798482327361203,0.499721646472262,-0.279023757601376,0.151354089317996,-0.426843464284693,-0.27408985579453,0.168185038971556,-0.274292397716417,-0.135854625004971,-0.0436483454636353,-0.146363682560035,-0.326091836031423,-0.308073862349238,-0.267465324193028,-0.0648999260519307,-0.0736998811541445,-0.319978370887629,-0.0566478660325141
"3-Deoxyuridine",0.10378220211045,0.30587044534413,-0.161577557984756,0.0417088487998377,-0.420242914979757,-0.124962041334664,0.0427147123377141,-0.307240545712619,-0.0763761710627445,-0.127487319588643,-0.142105263157895,-0.282897337616406,-0.262166028720183,-0.16998828535914,0.0407395320831595,-0.240341254700495,-0.152822452791136,0.0866460664557874
"3-Hydroxyglutaric acid",-0.0705434361064176,0.154251012145749,-0.206284424944531,0.119052442205362,-0.317408906882591,-0.22450635789218,-0.147881978022276,0.0340253208172181,0.131774353806922,0.178847656938845,-0.146963562753036,-0.106519299908841,-0.129764271760895,-0.52413942783464,0.0966284379057854,0.115134298670847,-0.186596529523289,0.211446243355821
"3-Hydroxyphenylacetic acid",-0.0323239375819032,-0.0910931174089069,0.15402434301895,-0.00830127573200652,0.0842105263157895,-0.243139271673038,-0.0806720988937396,0.274734212431883,-0.079023878326253,-0.126269287872828,0.125910931174089,-0.161917482653018,-0.0941582215826008,-0.126718539994995,-0.0501567103536386,0.294402099259121,0.00430042591931132,0.0844079761783316
"3-Hydroxypropanoic acid",-0.257879967438014,0.230566801619433,-0.0285797323030523,-0.130188299894639,-0.145344129554656,0.170835464936449,-0.371375070064154,-0.280000035891691,-0.165787208653531,0.0326838510410375,-0.0538461538461538,-0.158455096231507,-0.0614534051225378,0.0655440724112045,-0.0153540950062159,-0.152237378308961,0.172226813646566,-0.335180662980875
"3-Indoleacetic acid",0.0919910802252276,-0.0253036437246964,0.195771166275908,-0.0660052655764421,-0.042914979757085,0.0432405118718814,0.162052735669858,-0.142683562593632,-0.123220222647895,-0.0801870879578249,-0.288259109311741,-0.013442206107043,0.061717153642377,0.306618368011439,-0.0450386786849,0.107866685133485,0.128488335394058,-0.0828093402658632
"3-Indolepropionic acid",-0.275072333270454,0.0563793714978833,0.116978681621063,-0.10954188939269,-0.059922060909779,-0.0341283138380774,-0.22087255795121,-0.123348030429609,-0.0314685750573734,0.0982595311832533,-0.318639607675649,-0.0225066507691894,-0.300688530032646,0.301731154728217,-0.149146990942686,-0.0564862410921903,0.357058309949677,-0.201011994990257
"3-Isochromanone",0.119435932889108,0.236437246963563,-0.316520535256304,-0.0611459822211212,-0.141093117408907,0.0544810196418552,-0.0520269245061257,-0.178025339275802,-0.0735247940097354,-0.154690027908513,0.0289473684210526,-0.07495048253624,0.00843995263485497,-0.221890664650614,0.0970378804392845,-0.00255003983767103,-0.276485920080601,-0.143131202029671
"3-Methyladipic acid",0.206039690184018,0.226315789473684,-0.275998557669476,-0.071067019071568,-0.139271255060729,-0.180354453498409,0.386051926199151,-0.0139746853356432,-0.0861523209587758,0.0602925699328455,-0.0340080971659919,-0.03747524126812,0.208361330672982,-0.424704274079105,-0.225602835957999,0.201580649167895,-0.335957663891565,0.0833422189033527
"3-Methylglutaric acid",-0.00935157942621098,-0.0062753036437247,-0.112787872124546,0.178781133447848,-0.0742914979757085,-0.060556969787787,0.0521281442036084,-0.00141772170071742,-0.0853376418007732,0.0203005285969177,0.0398785425101215,0.0865596605377771,-0.0569696802852711,-0.456037537963486,-0.0569125121563736,0.117556836516635,-0.169919268031325,0.0323990211593596
"3-Methylhistidine",0.0359832512704205,-0.0097165991902834,0.208223763922238,0.119254912345167,-0.138461538461538,-0.18329116273561,-0.0695379321706388,0.141772170071742,0.119146826857881,0.229598978431139,-0.234210526315789,-0.26538173571935,0.208888827712661,0.0192902066771187,0.187934122876083,0.0664285377713304,0.116426165132575,0.269103711932181
"3-O-Methylguanosine",-0.0916399513833386,0.300926160616171,-0.50267148136381,-0.114806379455925,-0.24130775879884,-0.0564585607261963,-0.278064581435368,0.000455719324247325,0.102349248973011,0.0652695026351569,-0.25871754676587,-0.0161925677479688,-0.12713322059275,-0.243804315238713,0.158462280013232,-0.0388900756955261,-0.247706580183949,0.0843589576006301
"3-O-Methyluridine",0.0775728252668364,0.0360396848852966,-0.249000292474338,-0.125354394491697,0.0587163405434608,0.076268614885279,-0.0368514304426425,0.00881191167997247,0.19250692403611,0.0442641135952635,-0.35331039395979,0.309437055672858,0.0875822395797324,0.246346378984044,0.0765812576125731,-0.024867922919403,-0.122219772519956,-0.0506337213402946
"4,5,7-Trihydroxyisoflavone",0.109067877438309,-0.333805668016194,0.339384321098746,0.00263211181746548,0.317004048582996,0.0772658326890995,0.189382053990197,0.0489113986747511,-0.0733211242202347,-0.116931044718246,-0.0568825910931174,0.20611382697466,0.170909040855813,0.224341906383066,0.126313021584469,0.166262597416151,0.161213527755646,0.0719386160610781
"4,6-Dihydroxypyrimidine",0.0560078289548071,0.130364372469636,-0.160760994204669,0.060133631522096,-0.251619433198381,0.0503291203754685,-0.315501797053684,0.0204556988246371,0.214667958133687,0.222290788136249,-0.241497975708502,0.119146826857881,-0.0110774378332472,-0.54033893841432,0.118943055981486,-0.093841466026294,-0.3019738102853,0.152083563139494
"4-Acetylbutyric acid",-0.0716615597334646,-0.138866396761134,0.0448089374322856,0.155497067370269,0.17246963562753,-0.236050663169451,-0.150108811366896,0.307038014041087,-0.10916700717235,-0.1159160182884,0.051417004048583,-0.0804495668527576,0.00527497039678436,-0.13407226519235,0.268184859441904,0.187172924085054,0.0522344416540741,0.162101681524296
"4-Hydroxybenzoic acid",-0.0658676463933121,-0.148380566801619,0.135549587494477,-0.310386724321122,0.150202429149798,0.0962025439772537,-0.165494205384271,0.0484050694959234,-0.0519357963226663,-0.0633376492223832,-0.14412955465587,0.0987798479078163,-0.169590298256617,0.0154534804871946,0.0958095528387872,0.181817840425945,0.1382429600403,0.120963450710109
"4-Hydroxyhippuric acid",-0.16387146952243,0.0627784579640897,0.00107217412786449,0.139659715240873,-0.0688537926057758,-0.264258941686316,-0.0348843118460848,0.161837707243201,-0.0660157442326877,0.215983582082133,-0.0303766732084305,-0.0407504594028936,-0.0910301010998783,-0.339474583288789,0.0593932180641912,-0.00714300403558963,-0.128225593791756,-0.114562009969788
"4-Hydroxymandelonitrile",-0.0276537463598683,0.048997773832819,-0.0826938240689683,-0.054678007290401,-0.0290544650620228,-0.0208143431061419,-0.0441407243763521,0.160083062186167,0.072521126938471,-0.0587819306689394,-0.208038068649676,0.0173154376117136,0.0151686107705862,-0.0865570141648826,-0.220529450397704,0.281453876323704,-0.0792068053670101,0.105584633658025
"4-Hydroxyquinoline",-0.0798950155326286,-0.115789473684211,-0.0218430811173328,-0.154889656950853,0.00809716599190283,0.055392412163745,-0.280074902934727,0.182481036049485,0.126071599700904,0.104953732846064,-0.0566801619433198,0.181877122024082,0.149017913709158,-0.15634659223941,0.150674852327665,0.142292222942044,-0.0138452736914413,0.100820638213007
"4-Isopropylbenzoic acid",0.0692290246153906,-0.202955765793307,0.413529341456556,0.0287536702901273,0.366838750740621,0.304790383526819,0.00749101585208173,-0.0320032434605332,-0.226911113378007,-0.0298447979188897,0.144953943449384,0.0222022543610438,-0.0551290207892105,0.393997056958929,-0.000716596967351754,-0.149574976413289,0.279293733689864,-0.391971913152025
"4-Pregnen-17.alpha., 20.alpha.-diol-3-one",0.233836825837122,-0.397853824716898,0.426536786370555,0.135884973673552,0.277384091532901,0.122252613766974,-0.251885601487073,0.381140501744097,0.218378224938317,0.0152284794479118,0.131808061013079,-0.0670209291088678,0.11607284763579,-0.092633060725718,0.124495734300654,-0.0541993191833141,0.0607427023940382,0.170022706395305
"4-Pyridoxic acid",0.218237402479076,0.141497975708502,0.0960483146327579,0.109536345634525,-0.062753036437247,0.0880000112802457,-0.111948985415905,-0.193316480476397,-0.164768859706028,0.0326838510410375,-0.0273279352226721,-0.36558727215367,-0.18198647868906,-0.0344239599818196,0.102565354641522,-0.0692335815927686,-0.0723730215688978,-0.154747956326941
"4-Thiouridine",-0.0177393021958673,0.207004758627089,-0.258468598510985,0.0451554117936506,-0.166717279930961,0.0249139173775037,-0.030166523296221,-0.407636249774197,-0.219374568319671,-0.171353805738387,-0.218443163382522,-0.212754630092755,0.163276860614934,0.121828387962682,0.248249663689715,-0.125665932868965,-0.205235000925528,-0.102482935280944
"5-(Acetylamino)-2-hydroxybenzoic acid",0.0909746042006394,0.372672064777328,-0.406036339648364,0.00485928335532089,-0.328744939271255,-0.252658260234998,-0.0145756364375138,0.103594949988137,0.0144605550545463,0.243403337877043,-0.308906882591093,-0.183099140761086,0.0371885412973297,-0.321112666951153,-0.169713930135373,-0.0703810995197205,-0.38672366742685,-0.0223809027745576
"5-Aminosalicylic acid",-0.148812089999705,-0.12004048582996,0.0264362523803234,0.0453533113163283,0.263765182186235,0.222683572848401,-0.125006326391177,-0.0043544309379178,0.235238606873253,0.161795212917434,-0.0609311740890688,-0.0824862647477641,-0.169854046776456,0.258979017819881,-0.0397159257494118,-0.222745979820565,0.0441580320007333,-0.187360128941297
"5-Hydroxytryptophan",0.124435558882211,0.0134635826829258,-0.15389460364941,-0.093352908538602,-0.102141014489264,0.0271433652542985,-0.107106702310334,-0.138856543894191,0.322763787783541,0.436223090134928,-0.297919728089102,0.172330807488088,0.0581653800713284,-0.361932836208223,-0.0761678760575884,0.0513273449378617,-0.333176263372257,0.0799972297376737
"5-Methylcytidine",0.0543842196229464,0.250619970967251,-0.143722498885216,0.306859026570466,-0.2790627059599,-0.311813288746114,-0.218139487802409,0.0169628859580949,0.0892118826869226,0.0524795223365103,0.0592135230273999,-0.218243224427026,-0.126341934987401,-0.289474325765397,0.124374463963874,0.00331521956748747,-0.262968620165641,0.13855545784058
"5-Methyluridine",-0.135096500708216,0.188369857015369,-0.0539980127203687,-0.19255884808216,-0.12065387939942,-0.0328117913458074,0.332017410669096,-0.0975239353889275,-0.210503380723595,-0.362382775128321,0.0476744775143681,-0.106321010873456,-0.0393005183990038,0.348840010394014,-0.0849636255884898,-0.0270317903195132,0.187445123349023,-0.216572838716968
"6,6-Dihydroxy-5,5-dimethoxybiphenyl-3,3-dicarboxylic acid",-0.196586463155348,-0.0890688259109312,-0.0354184539612827,0.0595262211026809,0.200202429149798,-0.0556962096710416,0.0259122425555801,0.289924087796713,-0.215278967502189,0.0456761893430648,0.212753036437247,-0.183099140761086,0.0305948283013493,-0.112650543965273,-0.00982662080397817,-0.142037218958277,0.0724779100059542,-0.120856874982611
"6,7-Dihydroxycoumarin",0.283560337641512,0.137253909786588,0.0233753211965301,0.0490002536654917,-0.0565818108928488,-0.137627235922692,-0.0177143435570402,-0.0268368046501202,-0.0678254724537562,0.0531900767975462,-0.138569765853864,-0.113246134187052,-0.188985378744203,-0.0377297169812041,-0.102672911403922,-0.180105678426002,-0.245661152145166,-0.0879827157287684
"6-Methyl-1,2,3-oxathiazin-4(3H)-one 2,2-dioxide",0.00498174107218215,-0.0732941906094235,0.0473702893432115,-0.0496152288375861,-0.0277384091532901,-0.283297896194058,0.0207542396723674,0.101083768466811,-0.3175854969019,-0.0998988251783012,-0.203482490504062,-0.218785646999769,0.0490671583187658,-0.0830393029980832,-0.201896042796784,-0.1393878961585,0.0443767929407222,0.135058789343481
"8-(3-Octyl-2-oxiranyl)octanoic acid",0.00792891426278471,0.156080773518377,-0.0559884876694182,0.0160971907702752,-0.170352750863443,-0.0050635480471925,-0.00981880757161656,0.154995205724562,-0.221603946035095,0.0054814201279914,0.0325927425894406,-0.0189422490636616,0.0830849885616523,-0.306900339116885,0.168494129781511,-0.233659225285415,-0.29684929998754,0.0385290753918229
"9,10-Dihydroxy-12Z-octadecenoic acid",0.0229735208126839,0.0528366820859876,0.208285340181309,-0.194684892146158,0.0714611064228108,0.139045029375906,0.0452474946856969,0.0797508817432818,-0.345034085095084,0.0253769450369972,0.0103244091432389,-0.108459651896772,-0.0345528047669094,0.145909555218272,-0.134406313732153,-0.0269042818746098,0.0775689248554014,-0.283665654648234
"Abscisic acid",0.201058957663536,-0.102834008097166,0.154942977271548,0.35452521479862,0.0149797570850202,-0.174278503352477,-0.0190293031267541,0.179645592648051,0.310392759198994,0.359522361451412,-0.109716599190283,0.10937067696185,0.183832718327935,-0.181391888201415,0.246484405166453,0.146882294649852,-0.0431091476301696,0.155387410691929
